,Total population,Hispanic or Latino,One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 2003, Block Group 2, Census Tract 214, San Francisco County, California",205,44,195,152,2,4,20,0,17,10
"Block 2004, Block Group 2, Census Tract 214, San Francisco County, California",160,32,142,114,6,0,17,0,5,18
"Block 2005, Block Group 2, Census Tract 214, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 214, San Francisco County, California",160,16,149,120,4,0,25,0,0,11
"Block 2007, Block Group 2, Census Tract 214, San Francisco County, California",132,12,122,105,1,1,11,0,4,10
"Block 2008, Block Group 2, Census Tract 214, San Francisco County, California",172,20,165,138,2,1,19,0,5,7
"Block 2009, Block Group 2, Census Tract 214, San Francisco County, California",175,26,170,151,4,1,6,0,8,5
"Block 3000, Block Group 3, Census Tract 214, San Francisco County, California",132,14,129,117,1,1,7,0,3,3
"Block 3001, Block Group 3, Census Tract 214, San Francisco County, California",131,22,120,91,1,0,26,0,2,11
"Block 3002, Block Group 3, Census Tract 214, San Francisco County, California",194,31,174,150,1,0,15,1,7,20
"Block 3003, Block Group 3, Census Tract 214, San Francisco County, California",169,25,165,135,0,0,21,0,9,4
"Block 3004, Block Group 3, Census Tract 214, San Francisco County, California",232,34,219,180,0,0,23,0,16,13
"Block 3005, Block Group 3, Census Tract 214, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 214, San Francisco County, California",208,20,193,152,3,0,32,0,6,15
"Block 3007, Block Group 3, Census Tract 214, San Francisco County, California",129,8,119,100,4,1,14,0,0,10
"Block 1000, Block Group 1, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 215, San Francisco County, California",67,19,64,39,2,3,8,0,12,3
"Block 1002, Block Group 1, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 215, San Francisco County, California",224,51,212,162,4,1,25,0,20,12
"Block 1004, Block Group 1, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 215, San Francisco County, California",170,28,160,122,4,0,28,0,6,10
"Block 1006, Block Group 1, Census Tract 215, San Francisco County, California",165,31,157,137,0,1,11,0,8,8
"Block 1007, Block Group 1, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 215, San Francisco County, California",229,37,223,168,6,1,32,0,16,6
"Block 1009, Block Group 1, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 215, San Francisco County, California",101,30,96,54,0,0,18,0,24,5
"Block 2000, Block Group 2, Census Tract 215, San Francisco County, California",23,1,23,10,1,0,12,0,0,0
"Block 2001, Block Group 2, Census Tract 215, San Francisco County, California",208,49,190,151,0,0,26,0,13,18
"Block 2002, Block Group 2, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 215, San Francisco County, California",216,35,198,169,2,1,23,0,3,18
"Block 2004, Block Group 2, Census Tract 215, San Francisco County, California",216,39,203,168,4,2,18,1,10,13
"Block 2005, Block Group 2, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 215, San Francisco County, California",250,94,237,188,6,2,18,0,23,13
"Block 2007, Block Group 2, Census Tract 215, San Francisco County, California",178,40,169,144,2,1,10,1,11,9
"Block 2008, Block Group 2, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 215, San Francisco County, California",176,27,165,118,3,0,37,0,7,11
"Block 3000, Block Group 3, Census Tract 215, San Francisco County, California",169,48,159,132,3,1,14,0,9,10
"Block 3001, Block Group 3, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3002, Block Group 3, Census Tract 215, San Francisco County, California",168,14,155,140,2,1,10,0,2,13
"Block 3003, Block Group 3, Census Tract 215, San Francisco County, California",218,42,211,173,2,5,21,2,8,7
"Block 3004, Block Group 3, Census Tract 215, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 215, San Francisco County, California",87,29,85,61,3,1,6,0,14,2
"Block 3006, Block Group 3, Census Tract 215, San Francisco County, California",35,13,30,26,1,0,3,0,0,5
"Block 3007, Block Group 3, Census Tract 215, San Francisco County, California",167,30,159,136,3,1,7,0,12,8
"Block 4000, Block Group 4, Census Tract 215, San Francisco County, California",196,34,187,147,3,2,19,0,16,9
"Block 4001, Block Group 4, Census Tract 215, San Francisco County, California",142,19,134,104,4,2,19,0,5,8
"Block 4002, Block Group 4, Census Tract 215, San Francisco County, California",160,31,156,137,0,0,9,1,9,4
"Block 4003, Block Group 4, Census Tract 215, San Francisco County, California",137,63,129,112,1,1,14,0,1,8
"Block 4004, Block Group 4, Census Tract 215, San Francisco County, California",227,24,221,173,0,0,42,0,6,6
"Block 4005, Block Group 4, Census Tract 215, San Francisco County, California",202,31,191,148,2,1,28,0,12,11
"Block 5000, Block Group 5, Census Tract 215, San Francisco County, California",157,26,150,127,4,0,15,0,4,7
"Block 5001, Block Group 5, Census Tract 215, San Francisco County, California",148,16,141,128,0,1,9,0,3,7
"Block 5002, Block Group 5, Census Tract 215, San Francisco County, California",156,16,149,130,1,1,15,0,2,7
"Block 5003, Block Group 5, Census Tract 215, San Francisco County, California",70,4,67,63,2,0,2,0,0,3
"Block 5004, Block Group 5, Census Tract 215, San Francisco County, California",94,25,94,73,3,0,9,0,9,0
"Block 5005, Block Group 5, Census Tract 215, San Francisco County, California",193,22,182,155,3,1,17,0,6,11
"Block 5006, Block Group 5, Census Tract 215, San Francisco County, California",147,10,136,122,1,1,10,0,2,11
"Block 1000, Block Group 1, Census Tract 216, San Francisco County, California",193,19,182,134,3,1,40,0,4,11
"Block 1001, Block Group 1, Census Tract 216, San Francisco County, California",124,8,120,91,2,0,22,0,5,4
"Block 1002, Block Group 1, Census Tract 216, San Francisco County, California",87,8,78,70,1,0,7,0,0,9
"Block 1003, Block Group 1, Census Tract 216, San Francisco County, California",92,6,83,72,1,0,10,0,0,9
"Block 1004, Block Group 1, Census Tract 216, San Francisco County, California",84,6,82,69,0,1,12,0,0,2
"Block 1005, Block Group 1, Census Tract 216, San Francisco County, California",320,13,301,249,7,0,41,0,4,19
"Block 1006, Block Group 1, Census Tract 216, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 216, San Francisco County, California",110,5,106,97,1,0,7,1,0,4
"Block 1008, Block Group 1, Census Tract 216, San Francisco County, California",104,7,101,72,7,1,21,0,0,3
"Block 1009, Block Group 1, Census Tract 216, San Francisco County, California",94,4,88,73,1,1,13,0,0,6
"Block 1010, Block Group 1, Census Tract 216, San Francisco County, California",138,12,126,90,2,1,28,0,5,12
"Block 1011, Block Group 1, Census Tract 216, San Francisco County, California",151,14,151,127,2,1,12,1,8,0
"Block 1012, Block Group 1, Census Tract 216, San Francisco County, California",86,6,81,70,2,0,5,0,4,5
"Block 1013, Block Group 1, Census Tract 216, San Francisco County, California",129,12,122,105,2,0,8,4,3,7
"Block 1014, Block Group 1, Census Tract 216, San Francisco County, California",64,4,59,54,1,0,4,0,0,5
"Block 2000, Block Group 2, Census Tract 216, San Francisco County, California",93,1,80,50,5,0,25,0,0,13
"Block 2001, Block Group 2, Census Tract 216, San Francisco County, California",49,1,48,29,0,1,18,0,0,1
"Block 2002, Block Group 2, Census Tract 216, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 216, San Francisco County, California",118,12,111,42,4,0,56,1,8,7
"Block 2004, Block Group 2, Census Tract 216, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 216, San Francisco County, California",132,13,130,60,2,1,58,1,8,2
"Block 2006, Block Group 2, Census Tract 216, San Francisco County, California",63,5,58,43,7,0,8,0,0,5
"Block 2007, Block Group 2, Census Tract 216, San Francisco County, California",44,0,44,16,5,0,23,0,0,0
"Block 2008, Block Group 2, Census Tract 216, San Francisco County, California",155,13,144,66,3,0,75,0,0,11
"Block 2009, Block Group 2, Census Tract 216, San Francisco County, California",76,4,76,34,5,0,37,0,0,0
"Block 2010, Block Group 2, Census Tract 216, San Francisco County, California",504,48,481,356,17,1,91,1,15,23
"Block 2011, Block Group 2, Census Tract 216, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 216, San Francisco County, California",141,10,131,89,4,0,35,0,3,10
"Block 2013, Block Group 2, Census Tract 216, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2014, Block Group 2, Census Tract 216, San Francisco County, California",122,12,109,78,0,0,30,0,1,13
"Block 2015, Block Group 2, Census Tract 216, San Francisco County, California",563,131,522,261,132,3,58,16,52,41
"Block 1000, Block Group 1, Census Tract 217, San Francisco County, California",338,20,323,175,14,1,128,0,5,15
"Block 1001, Block Group 1, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 217, San Francisco County, California",29,0,29,12,6,0,11,0,0,0
"Block 1003, Block Group 1, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 217, San Francisco County, California",38,2,38,23,4,0,11,0,0,0
"Block 1008, Block Group 1, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 217, San Francisco County, California",183,11,176,100,17,1,56,0,2,7
"Block 1010, Block Group 1, Census Tract 217, San Francisco County, California",258,19,255,182,9,1,58,0,5,3
"Block 1011, Block Group 1, Census Tract 217, San Francisco County, California",216,14,210,140,4,1,65,0,0,6
"Block 1012, Block Group 1, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 217, San Francisco County, California",111,14,107,50,9,0,45,0,3,4
"Block 1014, Block Group 1, Census Tract 217, San Francisco County, California",41,6,35,21,11,0,1,0,2,6
"Block 2000, Block Group 2, Census Tract 217, San Francisco County, California",62,5,57,50,1,0,5,1,0,5
"Block 2001, Block Group 2, Census Tract 217, San Francisco County, California",38,2,38,29,7,0,2,0,0,0
"Block 2002, Block Group 2, Census Tract 217, San Francisco County, California",38,6,38,33,0,0,5,0,0,0
"Block 2003, Block Group 2, Census Tract 217, San Francisco County, California",60,6,54,43,0,0,11,0,0,6
"Block 2004, Block Group 2, Census Tract 217, San Francisco County, California",152,23,140,124,2,3,9,0,2,12
"Block 2005, Block Group 2, Census Tract 217, San Francisco County, California",124,18,117,103,5,0,8,0,1,7
"Block 2006, Block Group 2, Census Tract 217, San Francisco County, California",101,4,93,60,12,2,19,0,0,8
"Block 2007, Block Group 2, Census Tract 217, San Francisco County, California",128,36,115,53,34,0,18,0,10,13
"Block 2008, Block Group 2, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 217, San Francisco County, California",76,1,65,53,0,0,12,0,0,11
"Block 2010, Block Group 2, Census Tract 217, San Francisco County, California",85,34,77,42,16,0,2,0,17,8
"Block 2011, Block Group 2, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2013, Block Group 2, Census Tract 217, San Francisco County, California",74,6,73,64,5,0,4,0,0,1
"Block 2014, Block Group 2, Census Tract 217, San Francisco County, California",56,8,52,37,0,0,12,0,3,4
"Block 2015, Block Group 2, Census Tract 217, San Francisco County, California",35,0,34,25,0,0,9,0,0,1
"Block 2016, Block Group 2, Census Tract 217, San Francisco County, California",53,5,50,36,0,0,11,0,3,3
"Block 2017, Block Group 2, Census Tract 217, San Francisco County, California",29,6,23,21,0,0,2,0,0,6
"Block 3000, Block Group 3, Census Tract 217, San Francisco County, California",58,3,53,49,0,0,4,0,0,5
"Block 3001, Block Group 3, Census Tract 217, San Francisco County, California",155,15,149,130,0,0,17,0,2,6
"Block 3002, Block Group 3, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3003, Block Group 3, Census Tract 217, San Francisco County, California",130,11,121,87,4,0,29,0,1,9
"Block 3004, Block Group 3, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 217, San Francisco County, California",85,3,81,60,5,1,15,0,0,4
"Block 3007, Block Group 3, Census Tract 217, San Francisco County, California",208,49,189,80,58,3,41,2,5,19
"Block 3008, Block Group 3, Census Tract 217, San Francisco County, California",31,0,29,20,0,0,9,0,0,2
"Block 3009, Block Group 3, Census Tract 217, San Francisco County, California",338,89,306,150,95,3,23,0,35,32
"Block 3010, Block Group 3, Census Tract 217, San Francisco County, California",175,43,166,72,47,0,32,1,14,9
"Block 3011, Block Group 3, Census Tract 217, San Francisco County, California",5,0,5,5,0,0,0,0,0,0
"Block 3012, Block Group 3, Census Tract 217, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 3013, Block Group 3, Census Tract 217, San Francisco County, California",54,7,48,29,0,4,13,0,2,6
"Block 3014, Block Group 3, Census Tract 217, San Francisco County, California",48,3,46,39,0,0,6,1,0,2
"Block 3015, Block Group 3, Census Tract 217, San Francisco County, California",56,9,49,40,1,0,4,0,4,7
"Block 3016, Block Group 3, Census Tract 217, San Francisco County, California",150,20,144,101,24,0,11,3,5,6
"Block 3017, Block Group 3, Census Tract 217, San Francisco County, California",60,9,60,45,0,0,11,0,4,0
"Block 3018, Block Group 3, Census Tract 217, San Francisco County, California",70,2,66,58,0,0,8,0,0,4
"Block 1000, Block Group 1, Census Tract 218, San Francisco County, California",49,16,47,40,0,0,6,0,1,2
"Block 1001, Block Group 1, Census Tract 218, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 218, San Francisco County, California",156,26,150,118,3,0,21,0,8,6
"Block 1003, Block Group 1, Census Tract 218, San Francisco County, California",260,54,251,209,4,1,26,0,11,9
"Block 1004, Block Group 1, Census Tract 218, San Francisco County, California",217,29,212,184,0,0,19,0,9,5
"Block 1005, Block Group 1, Census Tract 218, San Francisco County, California",216,23,204,179,3,0,16,0,6,12
"Block 1006, Block Group 1, Census Tract 218, San Francisco County, California",130,14,126,101,2,0,19,0,4,4
"Block 1007, Block Group 1, Census Tract 218, San Francisco County, California",113,14,109,98,1,0,7,0,3,4
"Block 2000, Block Group 2, Census Tract 218, San Francisco County, California",0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 218, San Francisco County, California",106,12,97,67,3,0,23,0,4,9
"Block 2002, Block Group 2, Census Tract 218, San Francisco County, California",156,21,144,123,3,0,13,0,5,12
"Block 2003, Block Group 2, Census Tract 218, San Francisco County, California",179,18,163,147,2,0,9,0,5,16
